"ISCA",35.25,34.97,35.10,N/A,N/A,36.67,1.59B
"IGLD",11.40,11.40,N/A,N/A,N/A,44.09,207.26M
"IIJI",9.43,9.54,9.95,N/A,N/A,12.50,849.83M
"IDXG",1.79,1.87,1.86,N/A,N/A,3.00,12.03M
"XENT",25.15,24.00,24.35,N/A,N/A,25.61,723.62M
"INTX",5.00,4.75,4.73,N/A,N/A,15.66,119.37M
"IVAC",13.20,13.25,13.30,N/A,N/A,13.16,282.89M
"INTL",34.95,34.81,34.87,N/A,N/A,46.00,652.76M
"ITCI",10.16,10.49,10.47,N/A,N/A,21.43,441.15M
"IIN",7.90,7.95,7.90,N/A,N/A,11.00,54.00M
"INTU",138.56,138.36,138.03,N/A,N/A,133.31,35.50B
"ISRG",910.36,907.57,913.44,N/A,N/A,884.47,33.54B
"INVT",0.1565,0.1600,0.1500,N/A,N/A,10.3000,2.04M
"SNAK",4.25,4.25,4.24,N/A,N/A,10.00,83.67M
"ISTR",22.25,22.40,22.20,N/A,N/A,25.00,193.04M
"ISBC",13.42,13.34,13.31,N/A,N/A,14.94,4.00B
"ITIC",185.32,187.25,187.35,N/A,N/A,39.00,349.51M
"NVIV",1.95,2.00,2.00,N/A,N/A,14.63,62.70M
"IVTY",7.50,7.70,7.65,N/A,N/A,12.17,127.31M
"IONS",46.38,46.35,46.76,N/A,N/A,45.18,5.75B
"IPAS",1.41,1.45,1.44,N/A,N/A,2.86,92.76M
"DTYS",16.52,16.59,16.38,N/A,N/A,N/A,N/A
"DTYL",76.61,76.61,N/A,N/A,N/A,N/A,N/A
"DTUS",29.94,30.99,29.94,N/A,N/A,N/A,N/A
"DTUL",64.35,64.35,N/A,N/A,N/A,N/A,N/A
"DFVS",28.74,28.74,N/A,N/A,N/A,N/A,N/A
"DFVL",67.00,67.00,N/A,N/A,N/A,N/A,N/A
"FLAT",59.77,59.77,N/A,N/A,N/A,N/A,N/A
"DLBS",17.65,17.53,17.55,N/A,N/A,N/A,N/A
"DLBL",77.20,77.20,N/A,N/A,N/A,N/A,N/A
"STPP",33.25,33.25,N/A,N/A,N/A,N/A,N/A
"IPGP",139.28,137.99,137.65,N/A,N/A,148.33,7.48B
"IRMD",8.30,8.30,8.30,N/A,N/A,10.00,89.22M
"IRTC",34.01,34.92,35.00,N/A,N/A,43.33,755.97M
"IRIX",9.01,8.98,9.00,N/A,N/A,14.00,104.01M
"IRDM",10.05,9.95,9.95,N/A,N/A,12.33,978.78M
"IRDMB",354.00,354.00,N/A,N/A,N/A,N/A,34.48B
"IRBT",97.14,94.77,94.69,N/A,N/A,74.40,2.66B
"IRWD",18.62,19.07,19.04,N/A,N/A,17.58,2.77B
"IRCP",43.58,43.91,44.00,N/A,N/A,54.40,1.37B
"PMPT",25.10,25.10,N/A,N/A,N/A,N/A,N/A
"SLQD",50.56,50.56,50.57,N/A,N/A,N/A,N/A
"TLT",123.48,123.27,123.55,N/A,N/A,N/A,N/A
"AIA",56.80,56.74,56.81,N/A,N/A,N/A,N/A
"COMT",33.27,33.07,33.12,N/A,N/A,1.67,N/A
"IXUS",57.88,57.94,57.78,N/A,N/A,N/A,N/A
"FALN",27.49,27.51,27.48,N/A,N/A,N/A,N/A
