"NEE",138.35,137.29,137.36,N/A,N/A,142.71,64.77B
"NEE^C",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^G",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^H",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^I",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^J",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^K",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^Q",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NEE^R",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NGL",15.25,15.80,15.90,N/A,N/A,20.83,1.68B
"NMK^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NMK^C",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NLSN",39.61,39.56,39.52,N/A,N/A,45.88,14.15B
"NKE",51.57,51.77,51.75,N/A,N/A,62.47,85.13B
"NI",25.01,24.70,24.67,N/A,N/A,25.31,8.12B
"NL",9.00,9.35,9.40,N/A,N/A,7.00,438.35M
"NOAH",28.67,27.46,27.87,N/A,N/A,30.75,1.62B
"NE",4.60,4.55,4.60,N/A,N/A,6.50,1.13B
"NBL",31.09,31.24,31.56,N/A,N/A,45.53,13.40B
"NBLX",46.50,46.57,46.59,N/A,N/A,54.89,1.48B
"NOK",6.21,6.18,6.21,N/A,N/A,6.18,35.29B
"NOMD",13.20,13.12,13.19,N/A,N/A,15.47,2.40B
"NMR",6.14,6.08,6.10,N/A,N/A,6.50,21.66B
"OSB",28.88,29.05,29.04,N/A,N/A,33.69,2.49B
"NORD",32.20,32.23,32.30,N/A,N/A,31.93,3.35B
"NAO",1.15,1.10,1.15,N/A,N/A,1.50,25.93M
"NAT",7.08,7.03,7.02,N/A,N/A,6.75,721.94M
"JWN",42.04,40.77,40.98,N/A,N/A,47.35,6.98B
"NSC",114.19,113.27,113.79,N/A,N/A,124.32,33.09B
"NTL",29.14,29.14,N/A,N/A,N/A,16.00,3.96B
"NOA",4.75,4.85,4.75,N/A,N/A,6.60,130.78M
"NADL",2.68,2.59,2.60,N/A,N/A,2.00,64.63M
"NRT",7.2683,7.2600,7.2900,N/A,N/A,N/A,66.80M
"NOC",249.45,249.88,252.92,N/A,N/A,263.95,43.55B
"NRE",12.01,11.80,11.84,N/A,N/A,0.34,660.51M
"NWN",59.70,59.40,59.20,N/A,N/A,53.83,1.71B
"NWE",60.52,60.05,60.01,N/A,N/A,61.00,2.93B
"NVS",81.29,80.42,81.45,N/A,N/A,85.75,192.30B
"NVO",41.50,40.85,41.51,N/A,N/A,36.70,103.58B
"DNOW",17.95,17.72,17.85,N/A,N/A,21.00,1.93B
"NQ",3.79,3.82,3.82,N/A,N/A,13.00,408.58M
"NRG",15.96,15.71,15.73,N/A,N/A,20.58,5.04B
"NYLD",17.75,17.40,17.25,N/A,N/A,19.38,1.74B
"NYLD.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DCM",24.71,24.65,24.60,N/A,N/A,24.74,91.54B
"NUS",55.59,55.90,55.98,N/A,N/A,57.29,2.94B
"NUE",56.76,56.66,56.94,N/A,N/A,69.10,18.11B
"NS",46.47,46.66,46.80,N/A,N/A,52.64,4.32B
"NS^A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NS^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NSH",26.10,26.25,26.15,N/A,N/A,29.38,1.12B
"NSS",25.7499,25.6700,25.7000,N/A,N/A,N/A,2.03B
"JMLP",9.95,9.78,9.93,N/A,N/A,N/A,N/A
"NVG",14.92,14.91,14.93,N/A,N/A,N/A,N/A
"NUV",9.96,9.94,10.00,N/A,N/A,N/A,N/A
"NUW",17.17,17.09,17.13,N/A,N/A,N/A,N/A
"NEA",13.58,13.56,13.54,N/A,N/A,N/A,N/A
"NAZ",14.65,14.54,14.54,N/A,N/A,N/A,N/A
"NBB",20.97,20.93,20.88,N/A,N/A,N/A,N/A
"NBD",21.63,21.64,21.65,N/A,N/A,N/A,N/A
"NKX",15.08,15.06,15.07,N/A,N/A,N/A,N/A
"NCB",16.9831,16.7900,17.0000,N/A,N/A,N/A,N/A
"NCA",10.22,10.19,10.16,N/A,N/A,1.20,N/A
"NAC",14.70,14.70,14.73,N/A,N/A,N/A,N/A
"NTC",12.42,12.43,12.42,N/A,N/A,3.92,N/A
"JCE",14.62,14.46,14.57,N/A,N/A,N/A,N/A
"JCO",9.99,10.01,10.02,N/A,N/A,N/A,254.74M
"JQC",8.65,8.64,8.67,N/A,N/A,N/A,N/A
"JDD",12.43,12.39,12.38,N/A,N/A,N/A,N/A
"DIAX",16.22,16.13,16.24,N/A,N/A,N/A,N/A
"JMF",13.42,13.36,13.50,N/A,N/A,18.00,N/A
"NEV",14.32,14.28,14.29,N/A,N/A,N/A,N/A
"JPW",17.4772,17.3921,17.3800,N/A,N/A,N/A,N/A
"JFR",11.91,11.85,11.90,N/A,N/A,N/A,N/A
"JRO",11.78,11.70,11.72,N/A,N/A,N/A,N/A
"NKG",13.20,13.20,13.20,N/A,N/A,N/A,N/A
"JGH",16.86,16.87,16.87,N/A,N/A,N/A,N/A
"JHA",10.16,10.17,10.18,N/A,N/A,N/A,N/A
