"CAT",102.29,102.43,102.67,N/A,N/A,106.69,60.26B
"CATO",22.06,21.21,21.41,N/A,N/A,23.00,577.00M
"CBZ",15.10,15.00,14.95,N/A,N/A,16.00,808.05M
"CBL",7.62,7.69,7.80,N/A,N/A,10.50,1.30B
"CBL^D",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CBL^E",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CBO",20.34,20.50,20.34,N/A,N/A,N/A,N/A
"IGR",7.46,7.45,7.47,N/A,N/A,N/A,N/A
"CBG",34.12,33.68,33.84,N/A,N/A,38.67,11.50B
"CBS",62.05,61.66,61.69,N/A,N/A,73.94,25.19B
"CBS.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CBX",1.09,1.09,N/A,N/A,N/A,5.44,N/A
"CDI",5.75,6.15,6.20,N/A,N/A,6.00,107.48M
"FUN",70.31,70.54,70.87,N/A,N/A,77.20,3.95B
"CDR",5.02,5.00,5.00,N/A,N/A,6.63,412.55M
"CDR^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CGI",2.20,2.30,2.35,N/A,N/A,11.00,60.83M
"CE",85.23,84.43,87.96,N/A,N/A,97.89,11.89B
"CLS",13.79,13.73,13.72,N/A,N/A,15.39,1.97B
"CEL",10.38,10.13,10.51,N/A,N/A,34.80,1.21B
"CPAC",11.24,11.23,11.15,N/A,N/A,11.32,N/A
"CX",8.48,8.55,8.55,N/A,N/A,10.00,123.83B
"CNCO",8.02,8.14,8.19,N/A,N/A,8.24,7.65B
"CVE",9.66,9.68,9.71,N/A,N/A,14.07,8.05B
"CNC",74.02,75.07,73.58,N/A,N/A,82.41,12.75B
"CEN",11.84,11.73,11.87,N/A,N/A,17.00,N/A
"CNP",27.70,27.48,27.45,N/A,N/A,27.60,11.94B
"EBR",3.76,4.01,3.90,N/A,N/A,2.50,5.09B
"EBR.B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CEE",21.98,21.99,22.05,N/A,N/A,3.01,N/A
"CCS",26.10,26.15,26.20,N/A,N/A,29.00,576.00M
"CTL",24.95,24.87,24.91,N/A,N/A,26.29,13.69B
"CVO",5.24,5.36,5.32,N/A,N/A,12.50,44.82M
"CF",28.29,28.56,28.69,N/A,N/A,31.00,6.60B
"CGG",5.74,5.77,5.74,N/A,N/A,4.30,127.04M
"GIB",48.76,48.70,48.63,N/A,N/A,50.96,14.45B
"ECOM",11.50,11.45,11.50,N/A,N/A,15.25,302.80M
"CRL",90.39,89.60,89.61,N/A,N/A,96.08,4.31B
"CLDT",18.97,18.97,18.97,N/A,N/A,19.75,727.35M
"CMCM",11.34,10.55,12.04,N/A,N/A,10.64,1.57B
"CHGG",12.07,11.50,11.60,N/A,N/A,12.17,1.14B
"CHE",199.44,197.73,198.36,N/A,N/A,204.00,3.21B
"CC",43.71,43.84,45.25,N/A,N/A,47.00,8.06B
"CHMI",18.08,17.94,17.95,N/A,N/A,19.00,229.62M
"CHK",5.73,5.78,5.87,N/A,N/A,6.99,5.10B
"CHK^D",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CHKR",2.50,2.65,2.65,N/A,N/A,10.00,116.88M
"CHSP",23.36,23.13,23.20,N/A,N/A,23.13,1.38B
"CHSP^A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CPK",72.60,71.75,71.60,N/A,N/A,73.40,1.19B
"CVX",106.12,106.52,107.09,N/A,N/A,124.39,201.05B
"CBI",20.35,20.80,21.00,N/A,N/A,32.20,2.05B
"CHS",11.44,11.23,11.25,N/A,N/A,16.04,1.44B
"CIM",18.27,17.99,18.02,N/A,N/A,18.63,3.43B
"CIM^A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CIM^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CO",7.68,7.77,7.76,N/A,N/A,6.50,560.66M
"DL",9.64,9.90,9.86,N/A,N/A,10.50,317.76M
"CEA",28.26,28.56,28.40,N/A,N/A,175.07,8.18B
"CHN",17.97,17.85,17.92,N/A,N/A,N/A,N/A
"CGA",1.27,1.26,1.24,N/A,N/A,11.00,48.94M
"LFC",16.00,15.76,15.96,N/A,N/A,19.07,93.70B
"CHL",55.69,55.42,55.43,N/A,N/A,67.04,228.06B
"BORN",1.20,1.20,1.20,N/A,N/A,7.00,30.87M
"COE",17.05,17.65,17.96,N/A,N/A,21.53,341.43M
"SNP",81.38,81.45,81.24,N/A,N/A,108.95,98.57B
"XRF",7.43,7.24,7.18,N/A,N/A,N/A,122.65M
"ZNH",35.64,35.51,35.67,N/A,N/A,183.08,6.91B
"CHA",49.34,49.05,49.08,N/A,N/A,60.06,39.93B
"CHU",13.37,13.41,13.36,N/A,N/A,15.37,32.02B
"XNY",1.43,1.42,1.42,N/A,N/A,2.07,20.35M
"CYD",16.90,17.01,17.25,N/A,N/A,13.00,688.03M
"ZX",1.86,1.77,1.80,N/A,N/A,3.60,96.02M
"CMG",482.79,484.99,485.17,N/A,N/A,447.88,13.84B
"CHH",64.85,64.31,64.50,N/A,N/A,63.90,3.63B
"CBK",1.10,1.09,1.09,N/A,N/A,3.00,41.38M
"CHT",35.13,34.91,34.94,N/A,N/A,29.66,27.25B
"CHD",50.02,49.74,49.68,N/A,N/A,49.81,12.47B
"CIEN",24.42,22.95,23.84,N/A,N/A,28.72,3.45B
"CI",159.35,159.48,159.76,N/A,N/A,175.50,40.80B
"XEC",115.95,117.59,118.50,N/A,N/A,151.47,10.83B
"CBB",17.15,17.35,17.30,N/A,N/A,21.70,722.60M
"CBB^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CNK",40.87,40.41,40.64,N/A,N/A,46.40,4.73B
"CINR",28.00,28.02,28.19,N/A,N/A,31.25,563.56M
"CIR",63.13,63.04,63.66,N/A,N/A,68.80,1.04B
"CIT",47.33,47.05,47.14,N/A,N/A,47.25,9.60B
"BLW",15.59,15.61,15.62,N/A,N/A,N/A,N/A
"C",61.06,61.10,61.41,N/A,N/A,64.85,168.11B
"C.WS.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^C",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^J",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^K",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^L",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^N",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^P",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"C^S",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CFG",34.57,34.57,34.79,N/A,N/A,38.82,17.51B
"CIA",6.08,6.07,6.06,N/A,N/A,7.00,304.49M
"CIO",12.18,12.10,12.14,N/A,N/A,14.60,368.53M
