"BOSC",2.02,2.05,2.04,N/A,N/A,N/A,6.05M
"BIDU",190.39,191.95,192.78,N/A,N/A,196.26,66.04B
"BCPC",79.98,79.70,79.60,N/A,N/A,76.33,2.55B
"BWINA",23.58,23.47,23.75,N/A,N/A,N/A,356.15M
"BWINB",24.10,24.15,23.95,N/A,N/A,28.53,364.01M
"BLDP",2.75,2.69,2.67,N/A,N/A,3.30,484.10M
"BANF",95.45,95.15,95.60,N/A,N/A,95.67,1.52B
"BANFP",27.30,27.85,27.93,N/A,N/A,N/A,N/A
"BCTF",13.479,13.200,13.410,N/A,N/A,N/A,43.89M
"BKMU",9.05,9.10,9.05,N/A,N/A,9.85,415.68M
"BOCH",11.35,11.20,11.20,N/A,N/A,12.25,152.62M
"BMRC",61.60,61.00,60.32,N/A,N/A,67.70,375.27M
"BMLP",51.72,52.09,51.72,N/A,N/A,N/A,N/A
"BKSC",19.6501,19.6530,19.7100,N/A,N/A,N/A,97.68M
"BOTJ",14.94,15.04,14.94,N/A,N/A,N/A,65.41M
"OZRK",45.61,46.19,46.10,N/A,N/A,59.55,5.55B
"BFIN",14.61,14.56,14.57,N/A,N/A,16.38,272.36M
"BWFG",31.81,33.31,33.01,N/A,N/A,37.00,239.85M
"BANR",54.36,54.59,54.51,N/A,N/A,62.17,1.81B
"BZUN",21.12,20.96,20.86,N/A,N/A,22.51,1.13B
"TAPR",23.647,23.647,N/A,N/A,N/A,N/A,N/A
"BHAC",10.24,10.24,N/A,N/A,N/A,N/A,19.53M
"BHACR",0.43,0.43,N/A,N/A,N/A,N/A,N/A
"BHACU",10.7999,10.7999,N/A,N/A,N/A,N/A,N/A
"BHACW",0.15,0.15,0.15,N/A,N/A,N/A,N/A
"BBSI",57.10,57.01,57.02,N/A,N/A,53.00,414.03M
"BSET",28.90,28.05,28.10,N/A,N/A,30.33,309.81M
"BYBK",7.35,7.60,7.35,N/A,N/A,N/A,78.22M
"BV",4.60,4.50,4.50,N/A,N/A,6.04,383.40M
"BCBP",15.75,15.75,15.80,N/A,N/A,N/A,177.80M
"BECN",48.23,48.42,48.39,N/A,N/A,53.92,2.91B
"BSF",8.88,8.80,8.94,N/A,N/A,20.43,334.68M
"BBGI",9.25,9.35,9.30,N/A,N/A,1.50,266.73M
"BEBE",5.04,5.03,5.10,N/A,N/A,6.00,40.65M
"BBBY",34.85,34.77,34.67,N/A,N/A,39.05,4.98B
"BGNE",37.42,37.46,37.56,N/A,N/A,45.75,1.49B
"BELFA",20.816,20.816,N/A,N/A,N/A,N/A,250.06M
"BELFB",23.65,23.80,23.80,N/A,N/A,35.00,284.11M
"BLPH",1.37,1.38,1.40,N/A,N/A,4.75,45.19M
"BLCM",11.83,12.19,12.14,N/A,N/A,28.00,391.61M
"BNCL",14.70,14.65,14.60,N/A,N/A,17.67,1.03B
"BNFT",32.95,32.00,31.90,N/A,N/A,37.20,1.02B
"BNTC",2.30,2.31,2.29,N/A,N/A,14.00,20.22M
"BNTCW",0.4125,0.4125,N/A,N/A,N/A,N/A,72.53M
"BYSI",31.675,31.800,31.800,N/A,N/A,43.000,719.24M
"BGCP",11.76,11.74,11.67,N/A,N/A,13.50,3.35B
"BGFV",14.00,13.70,13.75,N/A,N/A,16.80,304.42M
"BASI",1.63,1.64,1.64,N/A,N/A,2.15,13.35M
"ORPN",0.4501,0.4600,0.4986,N/A,N/A,9.0000,7.38M
"BIOC",1.51,1.45,1.43,N/A,N/A,2.00,40.17M
"BCRX",5.77,6.73,6.65,N/A,N/A,8.63,464.02M
"BDSI",2.40,2.20,2.30,N/A,N/A,3.93,132.78M
