"FEYE",14.86,14.74,14.64,N/A,N/A,14.93,2.65B
"FBNC",28.39,28.59,28.57,N/A,N/A,33.40,699.93M
"FNLC",25.53,25.42,25.46,N/A,N/A,N/A,276.16M
"FRBA",11.70,11.45,11.50,N/A,N/A,15.00,133.92M
"BUSE",28.83,28.83,28.86,N/A,N/A,33.29,1.10B
"FBIZ",23.07,23.22,23.40,N/A,N/A,26.88,201.12M
"FCAP",31.80,31.80,N/A,N/A,N/A,N/A,106.12M
"FCFS",53.75,53.45,53.45,N/A,N/A,55.75,2.60B
"FCNCA",334.81,335.84,335.20,N/A,N/A,200.00,4.02B
"FCBC",25.68,25.42,25.03,N/A,N/A,27.50,436.79M
"FCCO",20.75,21.35,20.75,N/A,N/A,23.25,138.96M
"FCFP",12.70,12.73,12.70,N/A,N/A,12.60,226.24M
"FBNK",25.60,25.75,25.51,N/A,N/A,26.25,386.25M
"FDEF",51.96,51.80,51.75,N/A,N/A,53.50,527.13M
"FFBC",25.80,25.80,25.70,N/A,N/A,28.44,1.60B
"FFBCW",17.469,17.469,N/A,N/A,N/A,N/A,N/A
"FFIN",39.10,39.30,39.10,N/A,N/A,40.00,2.57B
"THFF",46.40,46.60,46.40,N/A,N/A,48.00,567.15M
"FFNW",15.98,15.90,15.81,N/A,N/A,18.13,164.90M
"FFWM",15.81,15.82,15.82,N/A,N/A,18.50,527.14M
"FGBI",25.485,25.550,25.680,N/A,N/A,28.500,193.92M
"FHB",28.10,28.65,28.62,N/A,N/A,33.78,3.92B
"INBK",26.50,26.55,26.59,N/A,N/A,35.40,172.17M
"INBKL",25.7338,25.7338,N/A,N/A,N/A,N/A,25.73M
"FIBK",35.70,36.15,36.10,N/A,N/A,43.80,1.61B
"FRME",40.74,40.79,40.72,N/A,N/A,44.17,1.67B
"FMBH",33.49,33.22,33.22,N/A,N/A,37.00,418.22M
"FMBI",22.49,22.64,22.62,N/A,N/A,26.00,2.53B
"FNWB",16.51,16.59,16.47,N/A,N/A,N/A,183.90M
"FSFG",49.4241,49.9899,49.4241,N/A,N/A,55.0000,110.81M
"FSLR",36.84,37.94,37.83,N/A,N/A,37.27,3.84B
"FSBK",13.80,13.70,13.61,N/A,N/A,N/A,131.10M
"FAAR",29.46,29.51,29.50,N/A,N/A,N/A,N/A
"FPA",32.7167,32.7000,33.2800,N/A,N/A,N/A,N/A
"BICK",26.06,25.91,26.04,N/A,N/A,N/A,N/A
"FBZ",14.7599,14.5200,14.7600,N/A,N/A,N/A,N/A
"FCAN",22.60,22.58,22.76,N/A,N/A,N/A,N/A
"FTCS",45.86,45.92,45.88,N/A,N/A,N/A,N/A
"FCEF",21.4478,21.4900,21.4650,N/A,N/A,N/A,N/A
"FCA",22.76,22.76,N/A,N/A,N/A,N/A,N/A
"SKYY",40.14,40.27,40.45,N/A,N/A,N/A,N/A
"FDT",55.26,55.27,55.20,N/A,N/A,N/A,N/A
"FDTS",38.11,38.11,N/A,N/A,N/A,N/A,N/A
"FVC",23.19,23.21,23.23,N/A,N/A,N/A,N/A
"FV",24.885,24.900,24.870,N/A,N/A,N/A,N/A
"IFV",19.91,19.86,19.79,N/A,N/A,N/A,N/A
"FEM",22.9864,22.8800,22.9400,N/A,N/A,N/A,N/A
