"PYDS",1.36,1.34,1.34,N/A,N/A,8.00,16.09M
"PYPL",51.19,50.93,51.04,N/A,N/A,51.38,61.49B
"PBBI",10.35,10.35,10.40,N/A,N/A,N/A,76.70M
"CNXN",26.36,26.44,26.97,N/A,N/A,33.20,705.42M
"PCMI",19.80,20.00,19.95,N/A,N/A,33.50,248.21M
"PCSB",16.65,16.73,16.74,N/A,N/A,18.50,N/A
"PCTI",6.42,6.42,6.42,N/A,N/A,8.67,105.78M
"PDCE",52.24,51.87,51.74,N/A,N/A,79.37,3.41B
"PDFS",16.51,16.56,16.59,N/A,N/A,24.25,530.66M
"PDLI",2.39,2.34,2.33,N/A,N/A,3.25,384.75M
"PDVW",22.65,22.80,22.90,N/A,N/A,45.00,324.85M
"SKIS",4.55,4.60,4.55,N/A,N/A,7.00,63.62M
"PGC",30.87,29.96,30.15,N/A,N/A,35.00,528.77M
"PEGA",57.20,56.60,56.60,N/A,N/A,55.00,4.41B
"PCO",6.20,6.18,6.18,N/A,N/A,N/A,148.48M
"PENN",19.92,19.81,19.83,N/A,N/A,21.08,1.81B
"PVAC",43.43,44.25,43.79,N/A,N/A,66.00,651.10M
"PFLT",14.11,14.11,14.15,N/A,N/A,14.79,N/A
"PNNT",7.51,7.49,7.51,N/A,N/A,8.27,N/A
"PWOD",39.67,39.72,39.97,N/A,N/A,N/A,187.84M
"PTXP",19.90,19.92,19.90,N/A,N/A,19.83,810.21M
"PEBO",31.05,30.86,30.89,N/A,N/A,33.10,558.37M
"PEBK",27.50,27.45,26.00,N/A,N/A,13.00,149.52M
"PFBX",13.00,13.30,13.30,N/A,N/A,15.75,66.60M
"PFIS",39.99,39.89,40.49,N/A,N/A,N/A,295.77M
"PBCT",16.87,16.85,16.79,N/A,N/A,18.19,5.24B
"PBCTP",28.09,28.24,28.36,N/A,N/A,N/A,8.72B
"PUB",25.70,25.80,25.80,N/A,N/A,27.67,460.75M
"PRCP",7.64,7.76,7.64,N/A,N/A,12.00,71.97M
"PPHM",0.566,0.566,0.568,N/A,N/A,2.000,168.50M
"PPHMP",22.28,22.15,22.25,N/A,N/A,N/A,6.63B
"PRFT",16.87,17.60,17.59,N/A,N/A,21.25,594.62M
"PFMT",2.23,2.21,2.26,N/A,N/A,3.00,112.62M
"PERF",1.351,1.350,1.380,N/A,N/A,N/A,20.93M
"PERI",1.63,1.68,1.68,N/A,N/A,3.50,126.30M
"PESI",3.65,3.45,3.50,N/A,N/A,5.00,42.64M
"PPIH",7.55,7.50,7.52,N/A,N/A,32.00,57.49M
"PTX",4.01,4.30,4.27,N/A,N/A,30.00,40.16M
"PERY",18.84,18.95,18.91,N/A,N/A,32.00,282.75M
"PGLC",2.86,2.82,2.85,N/A,N/A,6.50,81.23M
"PETS",34.46,34.53,34.60,N/A,N/A,24.67,699.30M
"PFSW",6.84,6.91,6.80,N/A,N/A,11.36,128.79M
"PGTI",11.45,11.30,11.30,N/A,N/A,13.10,565.87M
"PZRX",1.08,1.08,1.07,N/A,N/A,12.00,12.63M
"PHII",9.92,9.96,9.95,N/A,N/A,N/A,155.77M
"PHIIK",9.50,9.45,9.44,N/A,N/A,26.00,149.18M
"PAHC",34.45,34.65,34.55,N/A,N/A,31.00,1.37B
"PHMD",1.45,1.45,1.42,N/A,N/A,16.85,6.13M
"PLAB",10.25,10.00,10.05,N/A,N/A,12.50,701.37M
"PICO",16.55,16.60,16.50,N/A,N/A,31.00,381.97M
"PIRS",4.31,4.45,4.48,N/A,N/A,9.00,185.62M
"PPC",23.53,23.23,23.26,N/A,N/A,27.20,5.85B
"PME",2.94,2.97,2.95,N/A,N/A,15.00,232.42M
"PNK",19.46,19.04,19.23,N/A,N/A,23.67,1.12B
"PNFP",60.85,61.60,61.65,N/A,N/A,70.75,2.99B
"PPSI",6.85,6.85,N/A,N/A,N/A,8.00,59.68M
"PXLW",4.96,5.06,5.07,N/A,N/A,6.75,146.61M
"PLPM",3.51,3.49,3.49,N/A,N/A,5.44,171.70M
"PLYA",10.18,10.18,10.15,N/A,N/A,13.31,1.05B
"PLYAW",1.01,1.01,1.01,N/A,N/A,N/A,N/A
"PLXS",51.81,51.88,51.87,N/A,N/A,54.80,1.75B
"PLUG",1.90,1.88,1.88,N/A,N/A,2.84,424.56M
"PLBC",18.80,19.00,18.90,N/A,N/A,N/A,92.70M
"PSTI",1.39,1.40,1.39,N/A,N/A,3.25,133.90M
"PLXP",5.80,5.80,5.80,N/A,N/A,2.00,25.42M
"PBSK",19.55,19.50,19.60,N/A,N/A,N/A,68.19M
"PNTR",10.90,10.80,10.72,N/A,N/A,15.00,86.50M
"PCOM",9.95,9.98,10.10,N/A,N/A,13.00,147.22M
"POLA",5.26,5.20,5.24,N/A,N/A,9.00,53.35M
"COOL",17.14,17.24,17.34,N/A,N/A,1.00,62.85M
"POOL",120.29,120.49,120.41,N/A,N/A,125.25,4.97B
"POPE",72.95,74.14,72.91,N/A,N/A,15.00,315.65M
"BPOP",37.87,38.18,37.96,N/A,N/A,48.13,3.86B
"BPOPM",22.0651,22.0600,22.0651,N/A,N/A,N/A,N/A
"BPOPN",23.75,23.77,23.79,N/A,N/A,N/A,N/A
"PBIB",9.9001,10.0000,9.9000,N/A,N/A,7.5000,60.37M
"PTLA",36.72,37.93,37.90,N/A,N/A,41.46,2.09B
"PBPB",10.80,10.75,10.80,N/A,N/A,12.60,270.49M
"PCH",44.70,45.05,45.20,N/A,N/A,43.38,1.82B
"POWL",32.78,32.85,33.00,N/A,N/A,34.00,374.61M
"POWI",66.95,66.91,66.75,N/A,N/A,77.25,1.99B
"PLW",32.23,32.52,32.58,N/A,N/A,N/A,N/A
"PKW",52.46,52.52,52.44,N/A,N/A,N/A,N/A
"PFM",24.23,24.23,24.20,N/A,N/A,0.59,N/A
"PYZ",60.26,60.38,60.30,N/A,N/A,N/A,N/A
"PEZ",45.09,45.04,45.09,N/A,N/A,N/A,N/A
"PSL",60.37,60.19,60.22,N/A,N/A,N/A,N/A
"PIZ",25.56,25.51,25.46,N/A,N/A,N/A,N/A
"PIE",17.08,17.08,17.10,N/A,N/A,N/A,N/A
"PXI",35.38,35.35,35.42,N/A,N/A,N/A,N/A
"PFI",30.12,30.22,30.10,N/A,N/A,N/A,N/A
"PTH",55.06,54.95,55.06,N/A,N/A,N/A,N/A
"PRN",53.11,53.16,53.15,N/A,N/A,N/A,N/A
"DWLV",27.80,27.70,27.80,N/A,N/A,N/A,N/A
"PDP",46.77,46.81,46.72,N/A,N/A,0.38,N/A
"DWAQ",88.3985,88.8400,88.3985,N/A,N/A,N/A,N/A
"DWAS",41.30,41.31,41.12,N/A,N/A,N/A,N/A
"DWIN",27.747,27.787,27.749,N/A,N/A,N/A,N/A
"DWTR",25.1423,25.1600,25.0800,N/A,N/A,N/A,N/A
"PTF",47.68,47.42,47.55,N/A,N/A,N/A,N/A
